data_hora,temperatura,umidade
2026-08-25 09:23:52,27.5,63
2026-08-25 09:24:00,27.5,63
2026-08-25 09:25:07,27.5,63
2026-08-25 09:25:18,27.5,63
2026-08-25 09:31:03,27.5,63
2026-08-25 09:33:33,27.5,63
2026-08-25 09:36:19,27.5,63
